# Logfile created on 2026-03-31 18:27:38 +0200 by logger.rb/v1.5.3
2026-03-31 18:27:38 +0200: Memory Usage (444088K) : Starting running IHP-SG13G2 KLayout DRC runset on /foss/designs/IHP__SoC7610/release/v.1.0.0/gds/octowave.gds
2026-03-31 18:27:38 +0200: Memory Usage (444088K) : Ruby Version for klayout: 3.2.3
2026-03-31 18:27:42 +0200: Memory Usage (658796K) : Loading database to memory is complete.
2026-03-31 18:27:42 +0200: Memory Usage (658796K) : IHP-SG13G2 KLayout DRC runset output at: /foss/designs/IHP__SoC7610/release/v.1.0.0/gds/drc_run_2026_03_31_16_27_33/octowave_octowave_topmetal2.lyrdb
2026-03-31 18:27:42 +0200: Memory Usage (658796K) : Evaluate switches.
2026-03-31 18:27:42 +0200: Memory Usage (658796K) : tables selected: topmetal2
2026-03-31 18:27:42 +0200: Memory Usage (658796K) : KLayout will use 32 thread(s) in tiling mode.
2026-03-31 18:27:42 +0200: Memory Usage (658796K) : deep mode is enabled.
2026-03-31 18:27:44 +0200: Memory Usage (684332K) : gatpoly_filler has 0 polygons
2026-03-31 18:27:44 +0200: Memory Usage (684332K) : gatpoly_nofill has 0 polygons
2026-03-31 18:27:44 +0200: Memory Usage (684332K) : gatpoly_opc has 0 polygons
2026-03-31 18:27:44 +0200: Memory Usage (684332K) : gatpoly_iopc has 0 polygons
2026-03-31 18:27:44 +0200: Memory Usage (684332K) : gatpoly_noqrc has 0 polygons
2026-03-31 18:27:49 +0200: Memory Usage (752312K) : cont_drw has 11013776 polygons
2026-03-31 18:27:49 +0200: Memory Usage (752312K) : cont_opc has 0 polygons
2026-03-31 18:27:49 +0200: Memory Usage (752312K) : nsd_drw has 0 polygons
2026-03-31 18:27:49 +0200: Memory Usage (752312K) : nsd_block has 0 polygons
2026-03-31 18:27:51 +0200: Memory Usage (760760K) : metal1_drw has 833614 polygons
2026-03-31 18:27:52 +0200: Memory Usage (760760K) : metal1_pin has 347782 polygons
2026-03-31 18:27:52 +0200: Memory Usage (760760K) : metal1_mask has 0 polygons
2026-03-31 18:27:52 +0200: Memory Usage (760760K) : metal1_filler has 0 polygons
2026-03-31 18:27:52 +0200: Memory Usage (760760K) : metal1_nofill has 0 polygons
2026-03-31 18:27:52 +0200: Memory Usage (760760K) : metal1_slit has 0 polygons
2026-03-31 18:27:52 +0200: Memory Usage (766236K) : metal1_text has 338966 polygons
2026-03-31 18:27:52 +0200: Memory Usage (766236K) : metal1_opc has 0 polygons
2026-03-31 18:27:52 +0200: Memory Usage (766236K) : metal1_noqrc has 0 polygons
2026-03-31 18:27:52 +0200: Memory Usage (766236K) : metal1_res has 0 polygons
2026-03-31 18:27:52 +0200: Memory Usage (766236K) : metal1_iprobe has 0 polygons
2026-03-31 18:27:52 +0200: Memory Usage (766236K) : metal1_diffprb has 0 polygons
2026-03-31 18:27:52 +0200: Memory Usage (766236K) : passiv_drw has 120 polygons
2026-03-31 18:27:52 +0200: Memory Usage (766236K) : passiv_pin has 0 polygons
2026-03-31 18:27:52 +0200: Memory Usage (766236K) : passiv_sbump has 0 polygons
2026-03-31 18:27:52 +0200: Memory Usage (766236K) : passiv_pillar has 0 polygons
2026-03-31 18:27:52 +0200: Memory Usage (766236K) : passiv_pdl has 0 polygons
2026-03-31 18:27:53 +0200: Memory Usage (784452K) : metal2_drw has 659685 polygons
2026-03-31 18:27:53 +0200: Memory Usage (784452K) : metal2_pin has 2290 polygons
2026-03-31 18:27:53 +0200: Memory Usage (784452K) : metal2_mask has 0 polygons
2026-03-31 18:27:53 +0200: Memory Usage (784452K) : metal2_filler has 1143 polygons
2026-03-31 18:27:53 +0200: Memory Usage (784452K) : metal2_nofill has 0 polygons
2026-03-31 18:27:53 +0200: Memory Usage (784452K) : metal2_slit has 0 polygons
2026-03-31 18:27:53 +0200: Memory Usage (784452K) : metal2_text has 2158 polygons
2026-03-31 18:27:53 +0200: Memory Usage (784452K) : metal2_opc has 0 polygons
2026-03-31 18:27:53 +0200: Memory Usage (784452K) : metal2_noqrc has 0 polygons
2026-03-31 18:27:53 +0200: Memory Usage (784452K) : metal2_res has 0 polygons
2026-03-31 18:27:53 +0200: Memory Usage (784452K) : metal2_iprobe has 0 polygons
2026-03-31 18:27:53 +0200: Memory Usage (784452K) : metal2_diffprb has 0 polygons
2026-03-31 18:27:53 +0200: Memory Usage (784452K) : baspoly_drw has 0 polygons
2026-03-31 18:27:53 +0200: Memory Usage (784452K) : baspoly_pin has 0 polygons
2026-03-31 18:27:53 +0200: Memory Usage (784452K) : psd_drw has 190070 polygons
2026-03-31 18:27:53 +0200: Memory Usage (784452K) : nldb_drw has 0 polygons
2026-03-31 18:27:53 +0200: Memory Usage (784452K) : digibnd_drw has 0 polygons
2026-03-31 18:27:54 +0200: Memory Usage (790524K) : via1_drw has 641588 polygons
2026-03-31 18:27:54 +0200: Memory Usage (790524K) : backmetal1_drw has 0 polygons
2026-03-31 18:27:54 +0200: Memory Usage (790524K) : backmetal1_pin has 0 polygons
2026-03-31 18:27:54 +0200: Memory Usage (790524K) : backmetal1_mask has 0 polygons
2026-03-31 18:27:54 +0200: Memory Usage (790524K) : backmetal1_filler has 0 polygons
2026-03-31 18:27:54 +0200: Memory Usage (790524K) : backmetal1_nofill has 0 polygons
2026-03-31 18:27:54 +0200: Memory Usage (790524K) : backmetal1_slit has 0 polygons
2026-03-31 18:27:54 +0200: Memory Usage (790524K) : backmetal1_text has 0 polygons
2026-03-31 18:27:54 +0200: Memory Usage (790524K) : backmetal1_opc has 0 polygons
2026-03-31 18:27:54 +0200: Memory Usage (790524K) : backmetal1_noqrc has 0 polygons
2026-03-31 18:27:54 +0200: Memory Usage (790524K) : backmetal1_res has 0 polygons
2026-03-31 18:27:54 +0200: Memory Usage (790524K) : backmetal1_iprobe has 0 polygons
2026-03-31 18:27:54 +0200: Memory Usage (790524K) : backmetal1_diffprb has 0 polygons
2026-03-31 18:27:54 +0200: Memory Usage (790524K) : backpassiv_drw has 0 polygons
2026-03-31 18:27:54 +0200: Memory Usage (790524K) : res_drw has 0 polygons
2026-03-31 18:27:54 +0200: Memory Usage (790524K) : sram_drw has 0 polygons
2026-03-31 18:27:54 +0200: Memory Usage (790524K) : trans_drw has 0 polygons
2026-03-31 18:27:54 +0200: Memory Usage (790524K) : ind_drw has 0 polygons
2026-03-31 18:27:54 +0200: Memory Usage (790524K) : ind_pin has 0 polygons
2026-03-31 18:27:54 +0200: Memory Usage (790524K) : ind_text has 0 polygons
2026-03-31 18:27:54 +0200: Memory Usage (790524K) : salblock_drw has 1125 polygons
2026-03-31 18:27:54 +0200: Memory Usage (795012K) : via2_drw has 688861 polygons
2026-03-31 18:27:55 +0200: Memory Usage (804252K) : metal3_drw has 331012 polygons
2026-03-31 18:27:55 +0200: Memory Usage (804252K) : metal3_pin has 1918 polygons
2026-03-31 18:27:55 +0200: Memory Usage (804252K) : metal3_mask has 0 polygons
2026-03-31 18:27:55 +0200: Memory Usage (804252K) : metal3_filler has 1636 polygons
2026-03-31 18:27:55 +0200: Memory Usage (804252K) : metal3_nofill has 0 polygons
2026-03-31 18:27:55 +0200: Memory Usage (804252K) : metal3_slit has 0 polygons
2026-03-31 18:27:55 +0200: Memory Usage (804252K) : metal3_text has 1467 polygons
2026-03-31 18:27:55 +0200: Memory Usage (804252K) : metal3_opc has 0 polygons
2026-03-31 18:27:55 +0200: Memory Usage (804252K) : metal3_noqrc has 0 polygons
2026-03-31 18:27:55 +0200: Memory Usage (804252K) : metal3_res has 0 polygons
2026-03-31 18:27:55 +0200: Memory Usage (804252K) : metal3_iprobe has 0 polygons
2026-03-31 18:27:55 +0200: Memory Usage (804252K) : metal3_diffprb has 0 polygons
2026-03-31 18:27:55 +0200: Memory Usage (804252K) : nwell_drw has 93113 polygons
2026-03-31 18:27:55 +0200: Memory Usage (804252K) : nwell_pin has 0 polygons
2026-03-31 18:27:55 +0200: Memory Usage (804252K) : nbulay_drw has 1974 polygons
2026-03-31 18:27:55 +0200: Memory Usage (804252K) : nbulay_pin has 0 polygons
2026-03-31 18:27:55 +0200: Memory Usage (804252K) : nbulay_block has 0 polygons
2026-03-31 18:27:55 +0200: Memory Usage (804252K) : emwind_drw has 0 polygons
2026-03-31 18:27:55 +0200: Memory Usage (804252K) : emwind_opc has 0 polygons
2026-03-31 18:27:55 +0200: Memory Usage (804252K) : deepco_drw has 0 polygons
2026-03-31 18:27:55 +0200: Memory Usage (804252K) : deepco_drw has 0 polygons
2026-03-31 18:27:55 +0200: Memory Usage (804252K) : mim_drw has 176 polygons
2026-03-31 18:27:55 +0200: Memory Usage (804252K) : edgeseal_drw has 24 polygons
2026-03-31 18:27:55 +0200: Memory Usage (804252K) : edgeseal_bound has 1 polygons
2026-03-31 18:27:55 +0200: Memory Usage (804252K) : substrate_drw has 6577 polygons
2026-03-31 18:27:55 +0200: Memory Usage (804252K) : substrate_text has 0 polygons
2026-03-31 18:27:55 +0200: Memory Usage (804252K) : dfpad_drw has 108 polygons
2026-03-31 18:27:55 +0200: Memory Usage (804252K) : dfpad_pillar has 0 polygons
2026-03-31 18:27:55 +0200: Memory Usage (804252K) : dfpad_sbump has 0 polygons
2026-03-31 18:27:55 +0200: Memory Usage (804252K) : thickgateox_drw has 197 polygons
2026-03-31 18:27:55 +0200: Memory Usage (804252K) : pldb_drw has 0 polygons
2026-03-31 18:27:55 +0200: Memory Usage (804252K) : pwell_drw has 0 polygons
2026-03-31 18:27:55 +0200: Memory Usage (804252K) : pwell_pin has 0 polygons
2026-03-31 18:27:55 +0200: Memory Usage (804252K) : pwell_block has 0 polygons
2026-03-31 18:27:55 +0200: Memory Usage (804252K) : ic_drw has 0 polygons
2026-03-31 18:27:55 +0200: Memory Usage (804252K) : via3_drw has 345358 polygons
2026-03-31 18:27:55 +0200: Memory Usage (804252K) : metal4_drw has 74299 polygons
2026-03-31 18:27:55 +0200: Memory Usage (804252K) : metal4_pin has 1805 polygons
2026-03-31 18:27:55 +0200: Memory Usage (804252K) : metal4_mask has 0 polygons
2026-03-31 18:27:55 +0200: Memory Usage (804252K) : metal4_filler has 21889 polygons
2026-03-31 18:27:55 +0200: Memory Usage (804252K) : metal4_nofill has 0 polygons
2026-03-31 18:27:55 +0200: Memory Usage (804252K) : metal4_slit has 0 polygons
2026-03-31 18:27:55 +0200: Memory Usage (804252K) : metal4_text has 1357 polygons
2026-03-31 18:27:55 +0200: Memory Usage (804252K) : metal4_opc has 0 polygons
2026-03-31 18:27:55 +0200: Memory Usage (804252K) : metal4_noqrc has 0 polygons
2026-03-31 18:27:55 +0200: Memory Usage (804252K) : metal4_res has 0 polygons
2026-03-31 18:27:55 +0200: Memory Usage (804252K) : metal4_iprobe has 0 polygons
2026-03-31 18:27:55 +0200: Memory Usage (804252K) : metal4_diffprb has 0 polygons
2026-03-31 18:27:55 +0200: Memory Usage (804252K) : heattrans_drw has 9084 polygons
2026-03-31 18:27:55 +0200: Memory Usage (804252K) : heatres_drw has 1042 polygons
2026-03-31 18:27:55 +0200: Memory Usage (804252K) : pempoly_drw has 0 polygons
2026-03-31 18:27:55 +0200: Memory Usage (804252K) : fbe_drw has 0 polygons
2026-03-31 18:27:55 +0200: Memory Usage (804252K) : empoly_drw has 0 polygons
2026-03-31 18:27:55 +0200: Memory Usage (804252K) : ldmos_drw has 0 polygons
2026-03-31 18:27:55 +0200: Memory Usage (804252K) : pbiwind_drw has 0 polygons
2026-03-31 18:27:55 +0200: Memory Usage (804252K) : digisub_drw has 0 polygons
2026-03-31 18:27:55 +0200: Memory Usage (804252K) : nodrc_drw has 0 polygons
2026-03-31 18:27:55 +0200: Memory Usage (804252K) : text_drw has 4679 polygons
2026-03-31 18:27:56 +0200: Memory Usage (805572K) : via4_drw has 329885 polygons
2026-03-31 18:27:56 +0200: Memory Usage (805572K) : metal5_drw has 33477 polygons
2026-03-31 18:27:56 +0200: Memory Usage (805572K) : metal5_pin has 1746 polygons
2026-03-31 18:27:56 +0200: Memory Usage (805572K) : metal5_mask has 0 polygons
2026-03-31 18:27:56 +0200: Memory Usage (805572K) : metal5_filler has 24498 polygons
2026-03-31 18:27:56 +0200: Memory Usage (805572K) : metal5_nofill has 0 polygons
2026-03-31 18:27:56 +0200: Memory Usage (805572K) : metal5_slit has 0 polygons
2026-03-31 18:27:56 +0200: Memory Usage (805572K) : metal5_text has 1298 polygons
2026-03-31 18:27:56 +0200: Memory Usage (805572K) : metal5_opc has 0 polygons
2026-03-31 18:27:56 +0200: Memory Usage (805572K) : metal5_noqrc has 0 polygons
2026-03-31 18:27:56 +0200: Memory Usage (805572K) : metal5_res has 0 polygons
2026-03-31 18:27:56 +0200: Memory Usage (805572K) : metal5_iprobe has 0 polygons
2026-03-31 18:27:56 +0200: Memory Usage (805572K) : metal5_diffprb has 0 polygons
2026-03-31 18:27:56 +0200: Memory Usage (805572K) : radhard_drw has 0 polygons
2026-03-31 18:27:56 +0200: Memory Usage (805572K) : memcap_drw has 0 polygons
2026-03-31 18:27:56 +0200: Memory Usage (805572K) : varicap_drw has 0 polygons
2026-03-31 18:27:56 +0200: Memory Usage (805572K) : flash_drw has 0 polygons
2026-03-31 18:27:56 +0200: Memory Usage (805572K) : intbondvia_drw has 0 polygons
2026-03-31 18:27:56 +0200: Memory Usage (805572K) : intbondmet_drw has 0 polygons
2026-03-31 18:27:56 +0200: Memory Usage (805572K) : devbondvia_drw has 0 polygons
2026-03-31 18:27:56 +0200: Memory Usage (805572K) : devbondmet_drw has 0 polygons
2026-03-31 18:27:56 +0200: Memory Usage (805572K) : devtrench_drw has 0 polygons
2026-03-31 18:27:56 +0200: Memory Usage (805572K) : redist_drw has 0 polygons
2026-03-31 18:27:56 +0200: Memory Usage (805572K) : graphbot_drw has 0 polygons
2026-03-31 18:27:56 +0200: Memory Usage (805572K) : graphtop_drw has 0 polygons
2026-03-31 18:27:56 +0200: Memory Usage (805572K) : antvia1_drw has 0 polygons
2026-03-31 18:27:56 +0200: Memory Usage (805572K) : antmetal2_drw has 0 polygons
2026-03-31 18:27:56 +0200: Memory Usage (805572K) : graphcont_drw has 0 polygons
2026-03-31 18:27:56 +0200: Memory Usage (805572K) : siwg_drw has 0 polygons
2026-03-31 18:27:56 +0200: Memory Usage (805572K) : siwg_filler has 0 polygons
2026-03-31 18:27:56 +0200: Memory Usage (805572K) : siwg_nofill has 0 polygons
2026-03-31 18:27:56 +0200: Memory Usage (805572K) : sigrating_drw has 0 polygons
2026-03-31 18:27:56 +0200: Memory Usage (805572K) : singrating_drw has 0 polygons
2026-03-31 18:27:56 +0200: Memory Usage (805572K) : graphpas_drw has 0 polygons
2026-03-31 18:27:56 +0200: Memory Usage (805572K) : emwind3_drw has 0 polygons
2026-03-31 18:27:56 +0200: Memory Usage (805572K) : emwihv3_drw has 0 polygons
2026-03-31 18:27:56 +0200: Memory Usage (805572K) : redbulay_drw has 0 polygons
2026-03-31 18:27:56 +0200: Memory Usage (805572K) : smos_drw has 0 polygons
2026-03-31 18:27:56 +0200: Memory Usage (805572K) : graphpad_drw has 0 polygons
2026-03-31 18:27:56 +0200: Memory Usage (805572K) : polimide_drw has 0 polygons
2026-03-31 18:27:56 +0200: Memory Usage (805572K) : polimide_pin has 0 polygons
2026-03-31 18:27:56 +0200: Memory Usage (805572K) : recog_drw has 0 polygons
2026-03-31 18:27:56 +0200: Memory Usage (805572K) : recog_pin has 0 polygons
2026-03-31 18:27:56 +0200: Memory Usage (805572K) : recog_esd has 0 polygons
2026-03-31 18:27:56 +0200: Memory Usage (805572K) : recog_diode has 537 polygons
2026-03-31 18:27:56 +0200: Memory Usage (805572K) : recog_tsv has 0 polygons
2026-03-31 18:27:56 +0200: Memory Usage (805572K) : recog_iprobe has 0 polygons
2026-03-31 18:27:56 +0200: Memory Usage (805572K) : recog_diffprb has 0 polygons
2026-03-31 18:27:56 +0200: Memory Usage (805572K) : recog_pillar has 0 polygons
2026-03-31 18:27:56 +0200: Memory Usage (805572K) : recog_sbump has 0 polygons
2026-03-31 18:27:56 +0200: Memory Usage (805572K) : recog_otp has 0 polygons
2026-03-31 18:27:56 +0200: Memory Usage (805572K) : recog_pdiode has 0 polygons
2026-03-31 18:27:56 +0200: Memory Usage (805572K) : recog_mom has 0 polygons
2026-03-31 18:27:56 +0200: Memory Usage (805572K) : recog_pcm has 0 polygons
2026-03-31 18:27:56 +0200: Memory Usage (805572K) : colopen_drw has 0 polygons
2026-03-31 18:27:56 +0200: Memory Usage (805572K) : graphmetal1_drw has 0 polygons
2026-03-31 18:27:56 +0200: Memory Usage (805572K) : graphmetal1_filler has 0 polygons
2026-03-31 18:27:56 +0200: Memory Usage (805572K) : graphmetal1_nofill has 0 polygons
2026-03-31 18:27:56 +0200: Memory Usage (805572K) : graphmetal1_slit has 0 polygons
2026-03-31 18:27:56 +0200: Memory Usage (805572K) : graphmetal1_opc has 0 polygons
2026-03-31 18:27:56 +0200: Memory Usage (805572K) : graphmet1l_drw has 0 polygons
2026-03-31 18:27:56 +0200: Memory Usage (805572K) : graphmet1l_filler has 0 polygons
2026-03-31 18:27:56 +0200: Memory Usage (805572K) : graphmet1l_nofill has 0 polygons
2026-03-31 18:27:56 +0200: Memory Usage (805572K) : graphmet1l_slit has 0 polygons
2026-03-31 18:27:56 +0200: Memory Usage (805572K) : graphmet1l_opc has 0 polygons
2026-03-31 18:27:56 +0200: Memory Usage (805572K) : extblock_drw has 475 polygons
2026-03-31 18:27:56 +0200: Memory Usage (805572K) : nldd_drw has 0 polygons
2026-03-31 18:27:56 +0200: Memory Usage (805572K) : pldd_drw has 0 polygons
2026-03-31 18:27:56 +0200: Memory Usage (805572K) : next_drw has 0 polygons
2026-03-31 18:27:56 +0200: Memory Usage (805572K) : pext_drw has 0 polygons
2026-03-31 18:27:56 +0200: Memory Usage (805572K) : nexthv_drw has 0 polygons
2026-03-31 18:27:56 +0200: Memory Usage (805572K) : pexthv_drw has 0 polygons
2026-03-31 18:27:56 +0200: Memory Usage (805572K) : graphgate_drw has 0 polygons
2026-03-31 18:27:56 +0200: Memory Usage (805572K) : sinwg_drw has 0 polygons
2026-03-31 18:27:56 +0200: Memory Usage (805572K) : sinwg_filler has 0 polygons
2026-03-31 18:27:56 +0200: Memory Usage (805572K) : sinwg_nofill has 0 polygons
2026-03-31 18:27:56 +0200: Memory Usage (805572K) : mempad_drw has 0 polygons
2026-03-31 18:27:56 +0200: Memory Usage (805836K) : topvia1_drw has 266080 polygons
2026-03-31 18:27:56 +0200: Memory Usage (806100K) : topmetal1_drw has 7868 polygons
2026-03-31 18:27:56 +0200: Memory Usage (806364K) : topmetal1_pin has 1915 polygons
2026-03-31 18:27:56 +0200: Memory Usage (806364K) : topmetal1_mask has 0 polygons
2026-03-31 18:27:56 +0200: Memory Usage (806364K) : topmetal1_filler has 5304 polygons
2026-03-31 18:27:56 +0200: Memory Usage (806628K) : topmetal1_nofill has 0 polygons
2026-03-31 18:27:56 +0200: Memory Usage (806628K) : topmetal1_slit has 0 polygons
2026-03-31 18:27:56 +0200: Memory Usage (806628K) : topmetal1_text has 1417 polygons
2026-03-31 18:27:56 +0200: Memory Usage (806628K) : topmetal1_noqrc has 0 polygons
2026-03-31 18:27:56 +0200: Memory Usage (806628K) : topmetal1_res has 0 polygons
2026-03-31 18:27:56 +0200: Memory Usage (806892K) : topmetal1_iprobe has 0 polygons
2026-03-31 18:27:56 +0200: Memory Usage (806892K) : topmetal1_diffprb has 0 polygons
2026-03-31 18:27:56 +0200: Memory Usage (806892K) : inldpwl_drw has 0 polygons
2026-03-31 18:27:56 +0200: Memory Usage (806892K) : polyres_drw has 1042 polygons
2026-03-31 18:27:56 +0200: Memory Usage (807156K) : polyres_pin has 0 polygons
2026-03-31 18:27:56 +0200: Memory Usage (807156K) : vmim_drw has 0 polygons
2026-03-31 18:27:56 +0200: Memory Usage (807156K) : nbulaycut_drw has 0 polygons
2026-03-31 18:27:56 +0200: Memory Usage (807156K) : antmetal1_drw has 0 polygons
2026-03-31 18:27:56 +0200: Memory Usage (807420K) : topvia2_drw has 175194 polygons
2026-03-31 18:27:56 +0200: Memory Usage (807684K) : topmetal2_drw has 2219 polygons
2026-03-31 18:27:56 +0200: Memory Usage (807684K) : topmetal2_pin has 1489 polygons
2026-03-31 18:27:56 +0200: Memory Usage (807684K) : topmetal2_mask has 0 polygons
2026-03-31 18:27:56 +0200: Memory Usage (807684K) : topmetal2_filler has 5280 polygons
2026-03-31 18:27:56 +0200: Memory Usage (807948K) : topmetal2_nofill has 0 polygons
2026-03-31 18:27:56 +0200: Memory Usage (807948K) : topmetal2_slit has 0 polygons
2026-03-31 18:27:56 +0200: Memory Usage (807948K) : topmetal2_text has 1457 polygons
2026-03-31 18:27:56 +0200: Memory Usage (808212K) : topmetal2_noqrc has 0 polygons
2026-03-31 18:27:56 +0200: Memory Usage (808212K) : topmetal2_res has 0 polygons
2026-03-31 18:27:56 +0200: Memory Usage (808212K) : topmetal2_iprobe has 0 polygons
2026-03-31 18:27:56 +0200: Memory Usage (808212K) : topmetal2_diffprb has 0 polygons
2026-03-31 18:27:56 +0200: Memory Usage (808212K) : snsring_drw has 0 polygons
2026-03-31 18:27:56 +0200: Memory Usage (808476K) : sensor_drw has 0 polygons
2026-03-31 18:27:56 +0200: Memory Usage (808476K) : snsarms_drw has 0 polygons
2026-03-31 18:27:56 +0200: Memory Usage (808476K) : snscmosvia_drw has 0 polygons
2026-03-31 18:27:56 +0200: Memory Usage (808476K) : colwind_drw has 0 polygons
2026-03-31 18:27:56 +0200: Memory Usage (808476K) : flm_drw has 0 polygons
2026-03-31 18:27:56 +0200: Memory Usage (808740K) : hafniumox_drw has 0 polygons
2026-03-31 18:27:56 +0200: Memory Usage (808740K) : memvia_drw has 0 polygons
2026-03-31 18:27:56 +0200: Memory Usage (808740K) : thinfilmres_drw has 0 polygons
2026-03-31 18:27:56 +0200: Memory Usage (808740K) : rfmem_drw has 0 polygons
2026-03-31 18:27:56 +0200: Memory Usage (808740K) : norcx_drw has 0 polygons
2026-03-31 18:27:56 +0200: Memory Usage (809004K) : norcx_m2m3 has 0 polygons
2026-03-31 18:27:56 +0200: Memory Usage (809004K) : norcx_m2m4 has 0 polygons
2026-03-31 18:27:56 +0200: Memory Usage (809004K) : norcx_m2m5 has 0 polygons
2026-03-31 18:27:56 +0200: Memory Usage (809004K) : norcx_m2tm1 has 0 polygons
2026-03-31 18:27:56 +0200: Memory Usage (809268K) : norcx_m2tm2 has 0 polygons
2026-03-31 18:27:56 +0200: Memory Usage (809268K) : norcx_m3m4 has 0 polygons
2026-03-31 18:27:56 +0200: Memory Usage (809268K) : norcx_m3m5 has 0 polygons
2026-03-31 18:27:56 +0200: Memory Usage (809268K) : norcx_m3tm1 has 0 polygons
2026-03-31 18:27:56 +0200: Memory Usage (809268K) : norcx_m3tm2 has 0 polygons
2026-03-31 18:27:56 +0200: Memory Usage (809532K) : norcx_m4m5 has 0 polygons
2026-03-31 18:27:56 +0200: Memory Usage (809532K) : norcx_m4tm1 has 0 polygons
2026-03-31 18:27:56 +0200: Memory Usage (809532K) : norcx_m4tm2 has 0 polygons
2026-03-31 18:27:56 +0200: Memory Usage (809532K) : norcx_m5tm1 has 0 polygons
2026-03-31 18:27:56 +0200: Memory Usage (809532K) : norcx_m5tm2 has 0 polygons
2026-03-31 18:27:56 +0200: Memory Usage (809796K) : norcx_tm1tm2 has 0 polygons
2026-03-31 18:27:56 +0200: Memory Usage (809796K) : norcx_m1sub has 0 polygons
2026-03-31 18:27:56 +0200: Memory Usage (809796K) : norcx_m2sub has 0 polygons
2026-03-31 18:27:56 +0200: Memory Usage (809796K) : norcx_m3sub has 0 polygons
2026-03-31 18:27:56 +0200: Memory Usage (809796K) : norcx_m4sub has 0 polygons
2026-03-31 18:27:56 +0200: Memory Usage (810060K) : norcx_m5sub has 0 polygons
2026-03-31 18:27:56 +0200: Memory Usage (810060K) : norcx_tm1sub has 0 polygons
2026-03-31 18:27:56 +0200: Memory Usage (810060K) : norcx_tm2sub has 0 polygons
2026-03-31 18:27:56 +0200: Memory Usage (810060K) : snsbotvia_drw has 0 polygons
2026-03-31 18:27:56 +0200: Memory Usage (810060K) : snstopvia_drw has 0 polygons
2026-03-31 18:27:56 +0200: Memory Usage (810324K) : deepvia_drw has 0 polygons
2026-03-31 18:27:56 +0200: Memory Usage (810324K) : fgetch_drw has 0 polygons
2026-03-31 18:27:56 +0200: Memory Usage (810324K) : ctrgat_drw has 0 polygons
2026-03-31 18:27:56 +0200: Memory Usage (810324K) : fgimp_drw has 0 polygons
2026-03-31 18:27:56 +0200: Memory Usage (810324K) : emwihv_drw has 0 polygons
2026-03-31 18:27:56 +0200: Memory Usage (810588K) : lbe_drw has 0 polygons
